ReadPorts,DynamicReadDelay,DynamicReadEnergy,StaticReadDelay,StaticReadEnergy,DynamicWriteDelay,DynamicWriteChargeDelay,DynamicWriteEnergy,StaticWriteDelay,StaticWriteChargeDelay,StaticWriteEnergy,DecoderDelay,DecoderEnergy
1,1.80124e-10,9.91356e-14,2.70417e-10,2.98656e-14,1.19613e-10,6.74745e-11,3.17722e-13,8.93657e-11,9.33874e-11,3.05596e-13,4.29246e-10,3.689e-13
2,1.80124e-10,1.98271e-13,2.70417e-10,5.97313e-14,2.14077e-10,6.74745e-11,3.27907e-13,1.47451e-10,9.33874e-11,3.12012e-13,4.29246e-10,5.53349e-13
