ReadPorts,DynamicReadDelay,DynamicReadEnergy,StaticReadDelay,StaticReadEnergy,DynamicWriteDelay,DynamicWriteChargeDelay,DynamicWriteEnergy,StaticWriteDelay,StaticWriteChargeDelay,StaticWriteEnergy,DecoderDelay,DecoderEnergy
1,1.43197e-10,5.58854e-14,1.51797e-10,1.4724e-14,1.19725e-10,3.90713e-11,1.68274e-13,8.96659e-11,5.92757e-11,1.51137e-13,3.10714e-10,2.34778e-13
2,1.43197e-10,1.11771e-13,1.51797e-10,2.94479e-14,2.14831e-10,3.90713e-11,1.78385e-13,1.48277e-10,5.92757e-11,1.57328e-13,3.10714e-10,3.52167e-13
