VDD,ReadEnergy,ReadDelay,WriteEnergy,WriteDelay
0.7,1.73175e-08,4.25789e-10,1.41128e-08,3.89537e-10
0.8,3.11764e-09,3.35258e-10,8.31949e-08,2.55579e-10
0.9,2.10645e-09,2.98413e-10,6.48088e-08,1.86306e-10
1,-3.81656e-11,2.75232e-10,3.34961e-08,1.45644e-10
1.1,-1.08698e-09,2.59293e-10,8.3455e-08,1.19627e-10
1.2,2.59593e-09,2.47628e-10,3.06322e-08,1.01859e-10
