VDD,ReadEnergy,ReadDelay,WriteEnergy,WriteDelay
0.7,0,0,1.68749e-13,7.73801e-10
0.8,5.82518e-13,1.02159e-09,1.91399e-13,4.47923e-10
0.9,6.72175e-13,4.96542e-10,2.13215e-13,2.98647e-10
1,7.52578e-13,3.17685e-10,2.34356e-13,2.18967e-10
1.1,8.3202e-13,2.31666e-10,2.55132e-13,1.71423e-10
1.2,9.06935e-13,1.8334e-10,2.75863e-13,1.40699e-10
