VDD,ReadEnergy,ReadDelay,WriteEnergy,WriteDelay
0.7,0,7.35582e-36,6.12417e-14,7.21512e-10
0.8,4.90417e-13,4.54942e-10,6.88826e-14,4.1717e-10
0.9,4.91031e-13,2.73535e-10,7.57921e-14,2.7802e-10
1,5.04555e-13,1.90776e-10,8.21644e-14,2.04163e-10
1.1,5.25686e-13,1.4596e-10,8.83355e-14,1.60342e-10
1.2,5.50765e-13,1.18703e-10,9.45884e-14,1.32134e-10
