VDD,ReadEnergy,ReadDelay,WriteEnergy,WriteDelay
0.7,0,0,0,0
0.8,3.3426e-12,4.10162e-10,0,0
0.9,2.80207e-12,2.541e-10,0,0
1,2.58728e-12,1.80125e-10,0,0
1.1,2.50344e-12,1.39039e-10,0,0
1.2,2.48427e-12,1.13574e-10,0,0
