VDD,ReadEnergy,ReadDelay,WriteEnergy,WriteDelay
0.7,0,0,1.53661e-13,5.89207e-10
0.8,4.90417e-13,4.54942e-10,1.74922e-13,3.41063e-10
0.9,4.91031e-13,2.73535e-10,1.95587e-13,2.27902e-10
1,5.04555e-13,1.90776e-10,2.15709e-13,1.6785e-10
1.1,5.25686e-13,1.4596e-10,2.35493e-13,1.32184e-10
1.2,5.50765e-13,1.18703e-10,2.55175e-13,1.09194e-10
