VDD,ReadEnergy,ReadDelay,WriteEnergy,WriteDelay
0.7,6.0576e-14,4.66282e-10,1.51746e-13,5.39383e-10
0.8,6.88762e-14,3.1912e-10,1.72576e-13,3.47493e-10
0.9,7.59661e-14,2.42002e-10,1.9328e-13,2.49934e-10
1,8.19119e-14,1.9574e-10,2.14156e-13,1.93607e-10
1.1,8.68899e-14,1.65457e-10,2.35491e-13,1.58176e-10
1.2,9.12229e-14,1.44567e-10,2.57151e-13,1.34401e-10
