VDD,ReadEnergy,ReadDelay,WriteEnergy,WriteDelay
0.7,0,0,6.90035e-14,8.63552e-10
0.8,2.29497e-13,6.98651e-10,7.80655e-14,4.03661e-10
0.9,2.59664e-13,3.54394e-10,8.65757e-14,2.36703e-10
1,2.89129e-13,2.22967e-10,9.45778e-14,1.59472e-10
1.1,3.18227e-13,1.59651e-10,1.02214e-13,1.17486e-10
1.2,3.4727e-13,1.24529e-10,1.0966e-13,9.19731e-11
