VDD,ReadEnergy,ReadDelay,WriteEnergy,WriteDelay
0.7,1.21259e-12,5.68069e-10,4.89369e-14,4.89569e-10
0.8,1.24512e-12,4.04253e-10,5.37946e-14,3.21405e-10
0.9,1.2178e-12,3.15428e-10,5.90075e-14,2.34912e-10
1,1.30487e-12,2.61113e-10,6.4556e-14,1.84222e-10
1.1,1.3984e-12,2.25095e-10,7.04465e-14,1.51853e-10
1.2,1.49576e-12,1.99765e-10,7.66589e-14,1.29873e-10
