VDD,ReadEnergy,ReadDelay,WriteEnergy,WriteDelay
0.7,0,4.27396e-43,2.03442e-13,1.30793e-09
0.8,9.13807e-13,7.8614e-10,2.29629e-13,7.51323e-10
0.9,8.29954e-13,4.58306e-10,2.54598e-13,4.97226e-10
1,8.35499e-13,3.11144e-10,2.78684e-13,3.61997e-10
1.1,8.58141e-13,2.33367e-10,3.02394e-13,2.81606e-10
1.2,8.89592e-13,1.87277e-10,3.26227e-13,2.29923e-10
