1	512	1	6.061424e-12	1.397906e-09	1.978654e-12	4.082770e-12	1.397906e-09	1.275749e-09
1	256	2	5.544264e-12	1.138680e-09	1.956726e-12	3.587538e-12	1.138680e-09	7.560195e-10
1	128	4	5.989456e-12	1.043202e-09	2.176809e-12	3.812647e-12	1.043202e-09	5.293682e-10
1	64	8	7.229923e-12	1.059613e-09	2.538952e-12	4.690971e-12	1.059613e-09	6.211143e-10
2	256	1	5.14761e-12	1.289090e-09	1.832847e-12	3.314763e-12	1.289090e-09	7.438720e-10
2	128	2	5.200932e-12	1.205352e-09	1.913254e-12	3.287678e-12	1.205352e-09	5.144339e-10
2	64	4	5.790356e-12	1.232016e-09	2.101418e-12	3.688938e-12	1.232016e-09	5.934975e-10
2	32	8	7.868978e-12	1.379703e-09	2.795097e-12	5.073881e-12	1.379703e-09	7.452938e-10
4	128	1	4.779818e-12	1.202728e-09	1.763991e-12	3.015827e-12	1.202728e-09	5.066949e-10
4	64	2	4.941825e-12	1.231866e-09	1.775891e-12	3.165934e-12	1.231866e-09	5.783979e-10
4	32	4	6.370983e-12	1.372077e-09	2.294874e-12	4.076109e-12	1.372077e-09	7.172848e-10
4	16	8	6.370983e-12	1.372077e-09	2.294874e-12	4.076109e-12	1.372077e-09	7.172848e-10
8	64	1	4.575908e-12	1.231798e-09	1.680434e-12	2.895474e-12	1.231798e-09	5.705860e-10
8	64	1	4.575908e-12	1.231798e-09	1.680434e-12	2.895474e-12	1.231798e-09	5.705860e-10
8	32	2	5.515155e-12	1.374193e-09	1.959716e-12	3.555439e-12	1.374193e-09	7.020205e-10
8	16	4	4.575908e-12	1.231798e-09	1.680434e-12	2.895474e-12	1.231798e-09	5.705860e-10
8	32	2	5.515155e-12	1.374193e-09	1.959716e-12	3.555439e-12	1.374193e-09	7.020205e-10
8	16	4	5.515155e-12	1.374193e-09	1.959716e-12	3.555439e-12	1.374193e-09	7.020205e-10
16	32	1	5.225852e-12	1.376599e-09	1.939193e-12	3.286659e-12	1.376599e-09	6.941381e-10
