1 128 2 4.935197e-12 1.004884e-09
1 64 4 5.326103e-12 9.770027e-10
1 32 8 7.010077e-12 1.016579e-09
2 64 2 4.583082e-12 1.142213e-09
2 32 4 5.626669e-12 1.193241e-09
2 16 8 7.739972e-12 1.338802e-09
4 32 2 4.801662e-12 1.195420e-09
4 16 4 6.275377e-12 1.334391e-09
8 16 2 5.433271e-12 1.338274e-09
1 256 1 4.965228e-12 1.115731e-09
2 128 1 4.581918e-12 1.157415e-09
4 64 1 4.183194e-12 1.141483e-09
8 32 1 4.446171e-12 1.196733e-09
16 16 1 5.149669e-12 1.341221e-09
